,OPEID,INSTNM,CITY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,region,ADM_RATE,UGDS,CURROPER,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTFLOAN,UG25abv,COMP_ORIG_YR4_RT,WDRAW_ORIG_YR4_RT,ENRL_ORIG_YR4_RT,DEBT_MDN,Year,NetPrice,Cost,PREDDEG_N,Governance,EnrollmentBins,TuitionBins,ExpenditureBins,Complete,RetentionFT,RetentionPT
1820,00224700,concordia university-ann arbor,Ann Arbor,1,3,4,2,3.0,0.8552,488.0,False,12428.0,6122.0,4179.0,1.0,0.9116,0.0923,0.25,0.225,0.06711409396,11000.0,2012,18995.0,32310.0,Bachelor,Private nonprofit,medium,highest,high,0.5625,0.5238,
4198,00224700,concordia university-ann arbor,Ann Arbor,1,3,4,2,3.0,0.5374,529.0,False,13164.0,7009.0,4561.0,1.0,0.8772,0.0531,0.25,0.225,0.06711409396,12000.0,2013,18611.0,33441.0,Bachelor,Private nonprofit,large,highest,high,0.3723,0.6184,0.0
916,00224908,davenport university-alma location,Alma,13,0,0,2,3.0,,189.0,False,9613.5,8790.0,,0.45,,0.0531,0.060383613545,0.442339569027,0.094245796827,19000.0,2010,11516.0,17823.0,Not classified,Private nonprofit,,,,0.6251,0.79425,
1706,00224908,davenport university-alma location,Alma,13,0,0,2,3.0,,189.0,False,9613.5,8790.0,,0.45,,0.0531,0.097999420122,0.412293418382,0.094810089881,18016.0,2011,11516.0,17823.0,Not classified,Private nonprofit,,,,0.6251,0.79425,
915,00224945,davenport university-caro location,Caro,13,0,0,2,3.0,,189.0,False,9613.5,8790.0,,0.45,,0.0531,0.060383613545,0.442339569027,0.094245796827,19000.0,2010,11516.0,17823.0,Not classified,Private nonprofit,,,,0.6251,0.79425,
1705,00224945,davenport university-caro location,Caro,13,0,0,2,3.0,,189.0,False,9613.5,8790.0,,0.45,,0.0531,0.097999420122,0.412293418382,0.094810089881,18016.0,2011,11516.0,17823.0,Not classified,Private nonprofit,,,,0.6251,0.79425,
169,00245200,central bible college,Springfield,1,3,3,2,4.0,0.9951,723.0,False,12403.0,7581.0,4755.0,0.3457,0.7247,0.0531,0.381578947368,0.217105263158,0.072368421053,16213.5,2010,14167.0,18448.0,Bachelor,Private nonprofit,large,highest,high,0.6642,0.6226,0.3333
1070,00245200,central bible college,Springfield,1,3,3,2,4.0,,641.0,False,19684.0,12339.0,4833.0,0.4028,0.73,0.2687,0.414507772021,0.279792746114,0.072368421053,13480.0,2011,15492.0,19220.0,Bachelor,Private nonprofit,large,highest,highest,0.5403,0.494,0.375
1827,00245200,central bible college,Springfield,1,3,3,2,4.0,1.0,444.0,False,16132.0,9890.0,5540.0,0.6512,0.8015,0.2687,0.505555555556,0.177777777778,0.072368421053,15000.0,2012,13731.0,19348.0,Bachelor,Private nonprofit,medium,highest,high,0.6327,0.5593,0.2727
593,002453A1,central methodist university-college of graduate & extended studies,Fayette,2,3,4,2,4.0,,951.0,False,1583.0,1007.0,3630.0,0.0126,0.1702,0.2687,0.435096153846,0.262019230769,0.0234227067485,12500.0,2010,20391.0,36240.0,Bachelor,Private nonprofit,large,low,low,0.54155,0.7528,
725,002751A2,long island university-riverhead campus,Riverhead,6,4,4,2,2.0,,34.0,False,17109.0,9174.0,8966.0,0.1471,,0.2687,0.367209631728,0.171033994334,0.071529745042,15750.0,2010,24506.5,26508.0,Graduate,Private nonprofit,small,highest,high,0.529,0.9271,
204,00279600,polytechnic institute of new york university,Brooklyn,1,3,4,2,2.0,0.6413,1616.0,False,19646.0,14580.0,9161.0,0.4481,0.5941,0.2687,0.442424242424,0.163636363636,0.075757575758,16050.0,2010,15152.0,41929.0,Bachelor,Private nonprofit,large,highest,highest,0.5549,0.8552,
1101,00279600,polytechnic institute of new york university,Brooklyn,1,3,4,2,2.0,0.6814,1767.0,False,20815.0,13821.0,9733.0,0.405,0.6058,0.0619,0.468926553672,0.180790960452,0.070621468927,16500.0,2011,20691.0,45230.0,Bachelor,Private nonprofit,large,highest,highest,0.5362,0.8426,
1850,00279600,polytechnic institute of new york university,Brooklyn,1,3,4,2,2.0,0.6713,2000.0,False,22606.0,14440.0,9865.0,1.0,0.6065,0.0619,0.481792717087,0.193277310924,0.06162464986,18316.0,2012,21753.0,46318.0,Bachelor,Private nonprofit,large,highest,highest,0.6158,0.8756,
4972,00279600,polytechnic institute of new york university,Brooklyn,2,3,4,2,2.0,0.7523,2078.0,True,23445.0,14256.0,10047.0,1.0,0.5746,0.0538,0.481792717087,0.193277310924,0.06162464986,21500.0,2013,26141.0,50199.0,Bachelor,Private nonprofit,xl,highest,highest,0.5714,0.8792,
216,00296700,st andrews presbyterian college,Laurinburg,1,3,3,2,5.0,,422.0,False,9692.0,8799.0,4365.0,0.9375,0.4767,0.0538,0.398876404494,0.101123595506,0.0234227067485,10062.5,2010,22407.0,35282.0,Bachelor,Private nonprofit,medium,high,high,0.4697,0.47100000000000003,
225,00304300,chancellor university,Cleveland,1,3,4,3,3.0,0.6489,539.0,False,7927.0,11831.0,5444.0,0.0706,0.7386,0.0538,0.062200956938,0.373205741627,0.057416267943,15225.0,2010,13814.0,18704.0,Bachelor,Private for-profit,large,high,highest,0.1127,0.2857,0.3
1121,00304300,chancellor university,Seven Hills,1,3,4,3,3.0,1.0,320.0,False,9473.0,1919.0,5689.0,0.1746,0.757,0.8969,0.062200956938,0.301886792453,0.057416267943,14000.0,2011,13329.0,17685.0,Bachelor,Private for-profit,medium,high,low,0.0405,0.4545,0.1724
1866,00304300,chancellor university,Seven Hills,1,3,4,3,3.0,1.0,235.0,False,9811.0,17202.0,4626.0,0.0685,0.8344,0.8969,0.12389380531,0.380530973451,0.057416267943,17350.5,2012,14991.0,19550.0,Bachelor,Private for-profit,medium,high,highest,0.0448,0.2,0.1176
228,00304700,hebrew union college-jewish institute of religion-cincinnati,Cincinnati,1,4,4,2,3.0,,478.0,False,6372.0,62147.0,9669.0,1.0,,0.8969,0.6351555000845,0.0,0.0,8500.0,2010,24506.5,26508.0,Graduate,Private nonprofit,,high,highest,0.529,0.9271,
230,00307600,miami-jacobs career college-dayton,Dayton,3,2,2,3,3.0,0.7556,529.0,False,15147.0,2822.0,4640.0,0.24,0.8023,0.8969,0.490176817289,0.228880157171,0.010035842294,12913.0,2010,14890.0,19258.0,Associates,Private for-profit,large,highest,med,0.4118,0.4538,
1123,00307600,miami-jacobs career college-dayton,Dayton,3,2,2,3,3.0,,362.0,False,15845.0,4004.0,4830.0,0.3167,0.8469,0.721,0.500395256917,0.23162055336,0.0,14199.0,2011,16905.0,21222.0,Associates,Private for-profit,medium,highest,med,0.6296,0.5,
5358,00307600,miami-jacobs career college-dayton,Dayton,15,2,2,3,3.0,,258.0,True,14765.0,5587.0,3942.0,0.25,0.9378,0.7248,0.500395256917,0.23162055336,0.0,11977.0,2013,26094.0,29769.0,Associates,Private for-profit,medium,highest,med,0.45,0.5152,0.2222
689,003076A1,miami-jacobs career college-springboro,Springboro,3,1,2,3,3.0,,345.0,False,14993.0,3330.0,3875.0,0.2,0.6154,0.7248,0.490176817289,0.228880157171,0.0,12913.0,2010,15387.0,19143.0,Certificate,Private for-profit,medium,highest,med,0.5,0.32,
1502,003076A1,miami-jacobs career college-springboro,Springboro,3,1,2,3,3.0,,243.0,False,15637.0,4541.0,4253.0,0.2,0.9594,0.5309,0.500395256917,0.23162055336,0.0,14199.0,2011,17084.0,21148.0,Certificate,Private for-profit,medium,highest,med,0.5581,0.5833,
8437,003076A1,miami-jacobs career college-springboro,Springboro,15,2,2,3,3.0,,222.0,True,14363.0,5012.0,4431.0,0.2,0.917,0.6081,0.500395256917,0.23162055336,0.0,11977.0,2013,22903.0,26887.0,Associates,Private for-profit,medium,highest,med,0.4444,0.5435,0.2
704,003076A2,miami-jacobs career college-troy,Troy,3,2,2,3,3.0,,550.0,False,14774.0,2884.0,2902.0,0.2,0.8898,0.6081,0.490176817289,0.228880157171,0.010035842294,12913.0,2010,17010.0,20568.0,Associates,Private for-profit,large,highest,med,0.4082,0.7731,
1513,003076A2,miami-jacobs career college-troy,Troy,3,2,2,3,3.0,,376.0,False,15500.0,3349.0,4597.0,0.3056,0.9164,0.5957,0.500395256917,0.23162055336,0.0,14199.0,2011,15797.0,20037.0,Associates,Private for-profit,medium,highest,med,0.452,0.6333,
8502,003076A2,miami-jacobs career college-troy,Troy,15,2,2,3,3.0,,277.0,True,14985.0,5162.0,4408.0,0.3333,0.9326,0.574,0.500395256917,0.23162055336,0.0,11977.0,2013,22998.0,26693.0,Associates,Private for-profit,medium,highest,med,0.1852,0.6087,
232,00308800,ohio college of podiatric medicine,Independence,1,4,4,2,3.0,,478.0,False,18772.0,4106.0,6777.0,0.52,,0.574,0.6351555000845,0.0,0.0,8500.0,2010,24506.5,26508.0,Graduate,Private nonprofit,,highest,med,0.529,0.9271,
1124,00308800,ohio college of podiatric medicine,Independence,1,4,4,2,3.0,,478.0,False,19509.0,4021.0,6992.0,0.6087,,0.574,0.6351555000845,0.0,0.0,8500.0,2011,24506.5,26508.0,Graduate,Private nonprofit,,highest,med,0.529,0.9271,
498,00319802,linfield college-adult degree program,McMinnville,3,3,4,2,8.0,,476.0,False,13615.0,8096.0,4954.0,1.0,0.5378,0.574,0.669463087248,0.11744966443,0.020134228188,21125.0,2010,20391.0,36240.0,Bachelor,Private nonprofit,medium,,,0.54155,0.7528,
1352,00319802,linfield college-adult degree program,McMinnville,3,3,4,2,8.0,,516.0,False,13615.0,8096.0,5341.0,1.0,0.868,0.9268,0.65776293823,0.111853088481,0.026711185309,22517.0,2011,20391.0,36240.0,Bachelor,Private nonprofit,large,,,0.54155,0.7528,
455,00321311,tillamook bay community college,Tillamook,3,2,2,1,8.0,,445.0,False,2913.0,5836.0,5920.0,0.1538,0.1677,0.9268,0.041069924179,0.344144903117,0.065290648694,9166.0,2010,10316.0,14588.0,Associates,Public,medium,med,med,1.0,0.6111,0.45899999999999996
1319,00321311,tillamook bay community college,Tillamook,2,2,2,1,8.0,,468.0,False,3000.0,4329.0,5550.0,0.1429,0.2205,0.4004,0.050035868006,0.335365853659,0.060078909613,9247.5,2011,11117.0,14996.0,Associates,Public,medium,med,med,0.4444,0.4286,0.6545
2029,00321311,tillamook bay community college,Tillamook,2,2,2,1,8.0,,466.0,False,3453.0,5687.0,4648.0,0.3077,0.2575,0.4004,0.071583220568,0.364140730717,0.054668470907,9208.5,2012,7570.0,13208.0,Associates,Public,medium,med,med,0.1389,0.5,0.5077
7552,00321311,tillamook bay community college,Tillamook,1,2,2,1,8.0,,514.0,True,3489.0,5965.0,4851.0,0.3611,0.3574,0.3619,0.071583220568,0.364140730717,0.054668470907,2687.5,2013,8529.0,13305.0,Associates,Public,large,med,med,0.3214,0.54,0.4545
454,00321312,columbia gorge community college,The Dalles,3,2,2,1,8.0,,1028.0,False,3652.0,6807.0,5875.0,0.1589,0.3002,0.3619,0.041069924179,0.344144903117,0.065290648694,9166.0,2010,8484.0,12387.0,Associates,Public,large,med,high,0.3095,0.5,0.209
7548,00321312,columbia gorge community college,The Dalles,1,2,2,1,8.0,,841.0,True,1555.0,6002.0,5901.0,0.14400000000000002,0.297,0.4374,0.041069924179,0.344144903117,0.065290648694,7708.5,2013,7434.0,11981.0,Associates,Public,large,low,high,0.4107,0.35,0.2692
460,00321805,oregon coast community college,Newport,2,2,2,1,8.0,,489.0,False,2057.0,7295.0,6331.0,0.2041,0.3553,0.4374,0.093001409112,0.317519962424,0.056364490371,8816.0,2010,6223.0,12089.0,Associates,Public,medium,low,high,0.3333,0.2927,0.2078
7578,00321805,oregon coast community college,Newport,2,1,2,1,8.0,,505.0,True,3808.0,9195.0,5495.0,0.1695,0.2449,0.4724,0.093001409112,0.317519962424,0.056364490371,7710.0,2013,9400.0,13068.0,Certificate,Public,large,med,high,0.2917,0.4211,0.2843
920,003273A1,harrisburg area community college-york,York,5,0,0,1,2.0,,986.0,False,2090.5,4392.5,,0.2481,,0.4724,0.161116322702,0.333724202627,0.078330206379,9061.0,2010,14109.5,19036.5,Not classified,Public,,,,0.1481,0.524,
9997,003273A1,harrisburg area community college-york,York,5,0,0,1,2.0,,986.0,True,2090.5,4392.5,,0.2481,,0.4724,0.161116322702,0.333724202627,0.078330206379,9500.0,2013,14109.5,19036.5,Not classified,Public,,,,0.1481,0.524,
432,00335101,philadelphia biblical university-wisconsin wilderness,Cable,2,1,1,2,3.0,0.9762,24.0,False,12425.0,7238.0,,0.62,0.7813,0.4724,0.574144486692,0.136882129278,0.0,17875.0,2010,17026.0,21975.0,Certificate,Private nonprofit,small,highest,high,0.8529,1.0,
1297,00335101,philadelphia biblical university-wisconsin wilderness,Cable,2,1,1,2,3.0,1.0,22.0,False,16400.0,10279.0,,0.62,0.8333,0.4724,0.585034013605,0.136054421769,0.054421768707,19125.0,2011,18220.0,22870.0,Certificate,Private nonprofit,small,highest,highest,0.9286,0.9048,
266,003368A1,saint vincent seminary,Latrobe,2,4,4,2,2.0,,478.0,False,13320.0,7111.0,,0.7479,,0.4724,0.620947630923,0.092269326683,0.0,22125.0,2010,24506.5,26508.0,Graduate,Private nonprofit,,highest,high,0.529,0.9271,
5812,003368A1,saint vincent seminary,Latrobe,1,4,4,2,2.0,,478.0,True,14487.0,9132.0,3855.0,0.7479,,0.4724,0.620947630923,0.092269326683,0.0,25000.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,highest,high,0.529,0.9271,
885,003404A1,johnson & wales university-online,Providence,5,0,0,2,1.0,,39.0,False,9613.5,8790.0,7518.0,0.5333,,0.4724,0.428540680155,0.273568661214,0.026904864399,18500.0,2010,11516.0,17823.0,Not classified,Private nonprofit,small,,,0.6251,0.79425,
9156,003404A1,johnson & wales university-online,Providence,4,3,3,2,1.0,,118.0,True,2946.0,1125.0,9326.0,1.0,0.823,0.6695,0.428540680155,0.273568661214,0.026904864399,20667.0,2013,20391.0,36240.0,Bachelor,Private nonprofit,small,med,low,0.54155,0.7528,
273,00343700,lutheran theological southern seminary,Columbia,1,4,4,2,5.0,,478.0,False,6816.0,12399.0,5358.0,0.9167,,0.6695,0.6351555000845,0.0,0.0,10250.0,2010,24506.5,26508.0,Graduate,Private nonprofit,,high,highest,0.529,0.9271,
1161,00343700,lutheran theological southern seminary,Columbia,1,4,4,2,5.0,,478.0,False,6685.0,11965.0,5374.0,1.0,,0.6695,0.6351555000845,0.0,0.0,10250.0,2011,24506.5,26508.0,Graduate,Private nonprofit,,high,highest,0.529,0.9271,
1902,00343700,lutheran theological southern seminary,Columbia,1,4,4,2,5.0,,478.0,False,7013.0,14773.0,7244.0,0.7857,,0.6695,0.6351555000845,0.0,0.0,10250.0,2012,24506.5,26508.0,Graduate,Private nonprofit,,high,highest,0.529,0.9271,
274,00349800,lambuth university,Jackson,1,3,3,2,5.0,0.4585,423.0,False,7464.0,8045.0,4186.0,0.5,0.6284,0.6695,0.361386138614,0.193069306931,0.0234227067485,10000.0,2010,16688.0,31790.0,Bachelor,Private nonprofit,medium,high,high,0.3519,0.2822,
290,00358500,lon morris college,Jacksonville,1,2,2,2,6.0,0.6592,967.0,False,11565.0,2969.0,3576.0,0.5977,0.6475,0.6695,0.615909090909,0.222857142857,0.0,5500.0,2010,11584.0,24397.0,Associates,Private nonprofit,large,highest,med,0.2579,0.4593,0.1167
1178,00358500,lon morris college,Jacksonville,1,2,2,2,6.0,,553.0,False,11913.0,3374.0,3507.0,0.6812,0.6312,0.0575,0.0,0.170731707317,0.0,5500.0,2011,11608.0,24393.0,Associates,Private nonprofit,large,highest,med,0.2971,0.2686,0.0
713,003636A1,brite divinity school,Forth Worth,2,4,4,2,6.0,,478.0,False,6182.0,13802.0,8535.0,1.0,,0.0575,0.649363369246,0.073457394711,0.032321253673,17125.0,2010,24506.5,26508.0,Graduate,Private nonprofit,,high,highest,0.529,0.9271,
8527,003636A1,brite divinity school,Fort Worth,1,4,4,2,6.0,,478.0,True,5579.0,16867.0,9001.0,1.0,,0.0575,0.649363369246,0.073457394711,0.032321253673,19500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,med,highest,0.529,0.9271,
294,00367600,utah state university-college of eastern utah,Price,1,2,2,1,7.0,,1881.0,False,2049.0,7456.0,5745.0,0.6111,0.0616,0.0575,0.135593220339,0.127118644068,0.045197740113,3500.0,2010,5911.0,10356.0,Associates,Public,large,low,high,0.3307,0.5115,0.3521
1182,00367600,utah state university-college of eastern utah,Price,1,2,2,1,7.0,,1704.0,False,813.0,6712.0,5746.0,0.9747,0.1234,0.2518,0.206798866856,0.13597733711,0.0,3500.0,2011,6193.0,11125.0,Associates,Public,large,low,high,0.3231,0.5374,0.371
702,003702A1,averett university-non-traditional programs,Danville,2,3,4,2,5.0,0.9677,1024.0,False,5415.0,3324.0,5261.0,0.0556,0.3797,0.2518,0.425213675214,0.224358974359,0.074786324786,16500.0,2010,20391.0,17555.0,Bachelor,Private nonprofit,large,med,med,0.54155,1.0,0.7273
8496,003702A1,averett university-non-traditional programs,Danville,1,3,4,2,5.0,,790.0,True,9912.0,2805.0,5570.0,1.0,0.4842,0.9177,0.425213675214,0.224358974359,0.074786324786,19298.0,2013,20391.0,36240.0,Bachelor,Private nonprofit,large,high,med,0.54155,1.0,0.8
298,00373900,saint pauls college,Lawrenceville,1,3,3,2,5.0,0.9951,566.0,False,9535.0,2719.0,3886.0,0.5094,0.9315,0.9177,0.362934362934,0.289575289575,0.0234227067485,12389.5,2010,14986.0,24019.0,Bachelor,Private nonprofit,large,high,med,0.113,0.4628,
1185,00373900,saint pauls college,Lawrenceville,1,3,3,2,5.0,1.0,410.0,False,10109.0,3048.0,3924.0,0.5556,0.8587,0.2585,0.134969325153,0.395705521472,0.0,12954.0,2011,16066.0,24202.0,Bachelor,Private nonprofit,medium,highest,med,0.2089,0.3526,
1917,00373900,saint pauls college,Lawrenceville,1,3,3,2,5.0,1.0,110.0,False,11219.0,3560.0,4530.0,0.74,0.9024,0.2585,0.139534883721,0.325581395349,0.0,13000.0,2012,14934.0,23355.0,Bachelor,Private nonprofit,small,highest,med,0.1657,0.0093,
299,00375200,virginia intermont college,Bristol,1,3,3,2,5.0,,547.0,False,12457.0,9509.0,4666.0,0.3571,0.7695,0.2585,0.390243902439,0.158536585366,0.0234227067485,12500.0,2010,24356.0,38038.0,Bachelor,Private nonprofit,large,highest,high,0.2993,0.4538,
1186,00375200,virginia intermont college,Bristol,1,3,3,2,5.0,0.9509,519.0,False,12542.0,9620.0,4795.0,0.4059,0.7423,0.2957,0.496503496503,0.13986013986,0.0234227067485,14750.0,2011,22303.0,39398.0,Bachelor,Private nonprofit,large,highest,high,0.2616,0.5909,
1918,00375200,virginia intermont college,Bristol,1,3,3,2,5.0,0.9832,457.0,False,12699.0,10969.0,5058.0,0.597,0.7993,0.2957,0.408284023669,0.147928994083,0.0234227067485,15000.0,2012,23527.0,38350.0,Bachelor,Private nonprofit,medium,highest,highest,0.1589,0.6055,
6409,00375200,virginia intermont college,Bristol,1,3,3,2,5.0,0.9646,352.0,False,12358.0,10374.0,5068.0,0.4211,0.7681,0.24600000000000002,0.408284023669,0.147928994083,0.0234227067485,14397.0,2013,22540.0,39429.0,Bachelor,Private nonprofit,medium,highest,highest,0.4588,0.5256,0.5
303,00380700,mountain state university,Beckley,1,3,4,2,5.0,,4756.0,False,10683.0,3571.0,5112.0,0.2005,0.6439,0.24600000000000002,0.224592220828,0.385194479297,0.075282308657,18750.0,2010,8926.0,12521.0,Bachelor,Private nonprofit,xl,highest,med,0.0799,0.4776,0.3036
1188,00380700,mountain state university,Beckley,1,3,4,2,5.0,,4102.0,False,11428.0,4098.0,5195.0,0.2298,0.6783,0.5194,0.208022922636,0.433810888252,0.03323782235,17750.0,2011,11494.0,16385.0,Bachelor,Private nonprofit,xl,highest,med,0.1243,0.5029,0.3284
816,003969A1,university of minnesota-rochester,Rochester,2,0,0,1,4.0,0.5147,141.0,False,90339.0,121779.0,10592.0,0.7895,0.5439,0.5194,0.571930473373,0.174371301775,0.056397928994,16500.0,2010,13680.0,19691.0,Not classified,Public,small,highest,highest,0.1481,0.68,
8894,003969A1,university of minnesota-rochester,Rochester,2,3,3,1,4.0,0.5421,477.0,True,15445.0,7495.0,5788.0,1.0,0.6763,0.0727,0.571930473373,0.174371301775,0.056397928994,18822.0,2013,16992.0,22141.0,Bachelor,Public,medium,highest,high,0.4624,0.7857,
227,00405500,hebrew union college-jewish institute of religion-los angeles,Los Angeles,1,4,4,2,8.0,,478.0,False,5939.0,65668.0,8285.0,0.8824,,0.0727,0.6351555000845,0.0,0.0,8500.0,2010,24506.5,26508.0,Graduate,Private nonprofit,,med,highest,0.529,0.9271,
673,004057A1,national american university-zona rosa,Kansas City,15,2,3,3,4.0,,508.0,False,13078.0,3127.0,6263.0,0.0645,0.9192,0.0727,0.142180094787,0.381516587678,0.078199052133,10072.0,2010,17637.0,21874.0,Associates,Private for-profit,large,highest,med,0.42635,0.6667,0.2642
8407,004057A1,national american university-zona rosa,Kansas City,31,2,3,3,4.0,,476.0,True,14452.0,3500.0,5457.0,0.25,0.9297,0.7925,0.142180094787,0.381516587678,0.078199052133,10490.5,2013,17949.0,22091.0,Associates,Private for-profit,medium,highest,med,0.1429,0.3333,0.4773
749,004057A2,national american university-austin,Austin,15,3,3,3,6.0,,298.0,False,9784.0,709.0,,0.1429,0.8682,0.7925,0.142180094787,0.381516587678,0.078199052133,10072.0,2010,16642.0,20567.0,Bachelor,Private for-profit,medium,high,low,0.207,0.3333,0.3333
8643,004057A2,national american university-austin,Austin,31,2,3,3,6.0,,254.0,True,14658.0,874.0,6158.0,0.2105,0.8539,0.8661,0.142180094787,0.381516587678,0.078199052133,10490.5,2013,21221.0,24420.0,Associates,Private for-profit,medium,highest,low,0.42635,0.3333,0.3846
750,004057A3,national american university-wichita,Wichita,15,3,3,3,4.0,,465.0,False,11241.0,679.0,,0.1429,0.9493,0.8661,0.142180094787,0.381516587678,0.078199052133,10072.0,2010,15716.0,20382.0,Bachelor,Private for-profit,medium,highest,low,0.207,0.4545,0.4444
8644,004057A3,national american university-wichita,Wichita,31,2,3,3,4.0,,375.0,True,13615.0,1049.0,3500.0,0.0256,0.8441,0.792,0.142180094787,0.381516587678,0.078199052133,10490.5,2013,20531.0,25409.0,Associates,Private for-profit,medium,highest,low,0.42635,1.0,0.1765
